Hospital Name,State,District
URBAN HEALTH CENTER CHIKKABALLAPUR,KARNATAKA,CHIKKABALLAPURA
PHC SHIRAGUPPI,KARNATAKA,DHARWAD
PRIMARY HEALTH CENTER  NEGINHAL,KARNATAKA,BELAGAVI
UPHC Gowribidanuru,KARNATAKA,CHIKKABALLAPURA
phc Agadi,KARNATAKA,HAVERI
PRIMARY HEALTH CENTER HONNAVARA,KARNATAKA,HASSAN
PRIMARY HAEALTH CENTAR  devaragudda,KARNATAKA,HAVERI
PHC NARAVI,KARNATAKA,DAKSHINA KANNADA
PREMIRY HEALTH CENTER THALYA,KARNATAKA,CHITRADURGA
Primary Health Centre Inachagal,KARNATAKA,VIJAYAPURA
Phc hosayalanadu,KARNATAKA,CHITRADURGA
PHC LOKAPUR,KARNATAKA,BAGALKOTE
community health center Ujjini,KARNATAKA,BALLARI
PHC Holavanahally,KARNATAKA,TUMAKURU
Urban Maternity center Raichur,KARNATAKA,RAICHUR
chcshiralakoppa,KARNATAKA,SHIVAMOGGA
PRIMARY HEALTH CENTER SANEHALLI,KARNATAKA,CHITRADURGA
TALUKA CHITAGPPI HOSPITAL HUBLI,KARNATAKA,DHARWAD
phc gopana hally,KARNATAKA,CHITRADURGA
PRIMARY HEALTH CENTER BAGURU,KARNATAKA,CHITRADURGA
CHC UPPINANGADY,KARNATAKA,DAKSHINA KANNADA
PRIMARY HEALTH CENTRE GODABANAHAL,KARNATAKA,CHITRADURGA
kallusadarahalli PHC,KARNATAKA,HASSAN
PHC HOSPITAL KONDENALU,KARNATAKA,HASSAN
PHC HOSPITAL KENKERE,KARNATAKA,HASSAN
PRIMERY HEALTH CENTER  SOMANAHALLI,KARNATAKA,HASSAN
PHC HOSPITAL KOLAGUNDA,KARNATAKA,HASSAN
PRIMARY HEALTH CENTER CHIKKAKADALURA,KARNATAKA,HASSAN
PRIMARY  HEALTH CENTER  KOWSHIKA,KARNATAKA,HASSAN
PRIMARY HEALTH CENTER ATTIGERI,KARNATAKA,HAVERI
Frimary Health Center Chikkabasur,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR honnatti,KARNATAKA,HAVERI
Primary Health Center Kadaramandalagi,KARNATAKA,HAVERI
PHC Belagalapeti,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR KUPPELUR,KARNATAKA,HAVERI
P H C Tadakanahalli,KARNATAKA,HAVERI
PHC KONANAKERI,KARNATAKA,HAVERI
Primary Health Center Kaginele,KARNATAKA,HAVERI
Primary Health Center Shankaripur,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR TUMMINAKATTI,KARNATAKA,HAVERI
PHC Hosaaritti,KARNATAKA,HAVERI
PHC Kalkeri,KARNATAKA,HAVERI
PHC Sheshagiri,KARNATAKA,HAVERI
Primary Health Center Kalasur,KARNATAKA,HAVERI
PHC Araleswar,KARNATAKA,HAVERI
PHC Naregal,KARNATAKA,HAVERI
PHC Katenahalli,KARNATAKA,HAVERI
phc Handiganur,KARNATAKA,HAVERI
Phc Karjagi,KARNATAKA,HAVERI
Phc Mevundi,KARNATAKA,HAVERI
Primary Health Center Karadagi,KARNATAKA,HAVERI
Phc Havanuru,KARNATAKA,HAVERI
PHC Shiragoda,KARNATAKA,HAVERI
Primary Health Center Tavermellihalli,KARNATAKA,HAVERI
PRIMARY HEALTH CENTER CHANDAPUR,KARNATAKA,HAVERI
P H C KUDUPALI,KARNATAKA,HAVERI
P H C MEDUR,KARNATAKA,HAVERI
PHC HIREBENDIGERI,KARNATAKA,HAVERI
Primary Health Centre Devihosur,KARNATAKA,HAVERI
P H C HALLURU,KARNATAKA,HAVERI
P H C KODA,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR AREMALLAPUR,KARNATAKA,HAVERI
Primary Health Centre Kurabagonda,KARNATAKA,HAVERI
P H C HosaVeerapura,KARNATAKA,HAVERI
PHC NEGALUR,KARNATAKA,HAVERI
PHC CHIKKAOUNSHI HOSUR,KARNATAKA,HAVERI
Primary Health centre Devagiri,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR ITAGI,KARNATAKA,HAVERI
PHC HULAGUR,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR MEDLERI,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR IRANI,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR  HARANAGIRI,KARNATAKA,HAVERI
P H C ALADAGERE,KARNATAKA,HAVERI
PRIMARY HEALTH CENTRE DUNDASHI,KARNATAKA,HAVERI
PRIMERY HEALTH CENTAR MAKANUR,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR HALAGERI,KARNATAKA,HAVERI
PRIMARY HAEALTH CENTAR KARUR,KARNATAKA,HAVERI
PHC Chettalli,KARNATAKA,KODAGU
PHC SUNTIKOPPA,KARNATAKA,KODAGU
P H C MADAPURA,KARNATAKA,KODAGU
primary health center kodlipet,KARNATAKA,KODAGU
PHC Hebbale,KARNATAKA,KODAGU
primary health center bhagamandala,KARNATAKA,KODAGU
primary health center murnadu,KARNATAKA,KODAGU
PRIMARY HEALTH CENTRE BALELE,KARNATAKA,KODAGU
PRIMARY HEALTH CENTRE SRIMANGALA,KARNATAKA,KODAGU
Primary Health Center Cheyyandane,KARNATAKA,KODAGU
primary Health Center Gowdahalli,KARNATAKA,KODAGU
PRIMARY HEALTH CENTER Alursiddapura,KARNATAKA,KODAGU
PRIMARY HEALTH CENTER MALDARE,KARNATAKA,KODAGU
PRIMARY HEALTH CENTER NANJARAYAPATNA,KARNATAKA,KODAGU
Primary Health Centre Cherambane,KARNATAKA,KODAGU
Primary Health Center Shanthalli,KARNATAKA,KODAGU
PRIMARY HEALTH CENTER KANNANGALA,KARNATAKA,KODAGU
PHC SHIRANGALA,KARNATAKA,KODAGU
Primary Health Center Thithimathi,KARNATAKA,KODAGU
PRIMARY HEALTH CENTRE KOORIGEPALLI,KARNATAKA,KOLAR
P H C MUTHAKAPALLI,KARNATAKA,KOLAR
P H C NAMBIHALLI,KARNATAKA,KOLAR
P H C YELDUR,KARNATAKA,KOLAR
PHC Andersonpet,KARNATAKA,KOLAR
P H C LAKSHMIPUR,KARNATAKA,KOLAR
PHC KYASAMBALLY KGF TQ KOLAR D,KARNATAKA,KOLAR
phc tekal,KARNATAKA,KOLAR
PHC RONURU,KARNATAKA,KOLAR
"PHC GUTTAHALLI , KGF (Tq),KOLAR(D)",KARNATAKA,KOLAR
PRIMARY HEALTH CENTERE,KARNATAKA,KOLAR
PRIMARY HEALTH CENTERE LAKKUR,KARNATAKA,KOLAR
Primary Health Center Byrakur,KARNATAKA,KOLAR
PHC Narasapura,KARNATAKA,KOLAR
PHC Avani,KARNATAKA,KOLAR
PHC OORGUAMPET,KARNATAKA,KOLAR
PRIMARY HEALTH CENTRE KOLADEVI,KARNATAKA,KOLAR
PHC Agaram,KARNATAKA,KOLAR
PHC DEVARAYASAMUDRA,KARNATAKA,KOLAR
PRIMARY HEALTH CENTRE  ADDAGAL,KARNATAKA,KOLAR
Primary health center budikote,KARNATAKA,KOLAR
PHC Mallanayakanahalli,KARNATAKA,KOLAR
PHC Thayalur,KARNATAKA,KOLAR
PHC Doddachinnahalli,KARNATAKA,KOLAR
PHC AMMANALLUR,KARNATAKA,KOLAR
Primary Health centre Rayalpadu,KARNATAKA,KOLAR
PHC Huladenhalli,KARNATAKA,KOLAR
PHC KURUDUMALE,KARNATAKA,KOLAR
PHC Kamasamudram,KARNATAKA,KOLAR
PHC Kembodi,KARNATAKA,KOLAR
PHC ANNEHALLI,KARNATAKA,KOLAR
PHC Vokkaleri,KARNATAKA,KOLAR
PHC Nangali,KARNATAKA,KOLAR
PHC Kyalanuru,KARNATAKA,KOLAR
PHC Somyajalahalli,KARNATAKA,KOLAR
PHC GUDIPALLI,KARNATAKA,KOLAR
URBAN PRIMARY HEALTH CENTRE KOLAR,KARNATAKA,KOLAR
PRIMARY HEALTH CENTRE MADDERI,KARNATAKA,KOLAR
PRIMARY HEALTH CENTRE HUTTUR,KARNATAKA,KOLAR
PRIMARY HEALTH CENTRE CHAMARAHALLI,KARNATAKA,KOLAR
PHC Hebbani,KARNATAKA,KOLAR
PHC Gukunte,KARNATAKA,KOLAR
PHC OORUKUNTE MITTURU,KARNATAKA,KOLAR
PHC Mudimadugu,KARNATAKA,KOLAR
UPHC Kolar,KARNATAKA,KOLAR
PHC ALANGURU,KARNATAKA,KOLAR
PHC  Hogalagere,KARNATAKA,KOLAR
PRIMARY HEALTH CENTRE THORNAHALLI,KARNATAKA,KOLAR
PHC Rajendrahalli,KARNATAKA,KOLAR
PRIMARY HEALTH CENTER MASTHI,KARNATAKA,KOLAR
PHC KANNASANDRA,KARNATAKA,KOLAR
PHC Pulugurkote,KARNATAKA,KOLAR
phcmusalapur,KARNATAKA,KOPPAL
PRIMARY HEALTH CENTER DOTIHAL,KARNATAKA,KOPPAL
PHC MUSTURU,KARNATAKA,KOPPAL
Urban Healh Center gvt-1,KARNATAKA,KOPPAL
urban Health Center Gvt-2,KARNATAKA,KOPPAL
PHC SIDDAPUR,KARNATAKA,KOPPAL
primary health center anegundi,KARNATAKA,KOPPAL
PHC HOSAKER,KARNATAKA,KOPPAL
Primary Health Center Sangapur,KARNATAKA,KOPPAL
Primery Health Centre Gunnal,KARNATAKA,KOPPAL
PRIMARY HEALTH CENTER CHALAGERI,KARNATAKA,KOPPAL
phcbevur,KARNATAKA,KOPPAL
Primery Health Centre Hanumanal,KARNATAKA,KOPPAL
Primery Health Centre Hiregonnagar,KARNATAKA,KOPPAL
PRIMARY HEALTH CENTER MUDENUR,KARNATAKA,KOPPAL
PRIMARY HEALTH CENTER MALAGITTI,KARNATAKA,KOPPAL
PHC Hulagi,KARNATAKA,KOPPAL
PHC Ginigera,KARNATAKA,KOPPAL
PHC Irakalagada,KARNATAKA,KOPPAL
PHC Kinnal,KARNATAKA,KOPPAL
PHC Bhagyanagar,KARNATAKA,KOPPAL
phc hitnal,KARNATAKA,KOPPAL
Bannikoppa PHC,KARNATAKA,KOPPAL
Bandihal PHC,KARNATAKA,KOPPAL
PHC Kerethonnoru,KARNATAKA,MANDYA
PHC Kothati,KARNATAKA,MANDYA
PHC KERAGODU,KARNATAKA,MANDYA
PHC Mahadevapura,KARNATAKA,MANDYA
General Hospital Krishna Raja Sagara PHC,KARNATAKA,MANDYA
phc melukote,KARNATAKA,MANDYA
PHC  Devalapura,KARNATAKA,MANDYA
PHC Besagarahalli,KARNATAKA,MANDYA
PHC koppa,KARNATAKA,MANDYA
PHC Doddarasinakere,KARNATAKA,MANDYA
Phc Holalu,KARNATAKA,MANDYA
PHC Kodiyala,KARNATAKA,MANDYA
PHC Tubinakere,KARNATAKA,MANDYA
PHC hittanahalli koppalu,KARNATAKA,MANDYA
PHCKHONNALAGERE,KARNATAKA,MANDYA
PHC Soonagahalli,KARNATAKA,MANDYA
PHC Kesthur,KARNATAKA,MANDYA
Primary health center Palahalli,KARNATAKA,MANDYA
PHC T M HOSURU,KARNATAKA,MANDYA
phc akkihebbal,KARNATAKA,MANDYA
P H C Gejjalagere,KARNATAKA,MANDYA
PHC BANDIHOLE,KARNATAKA,MANDYA
PHC GANJIGERE,KARNATAKA,MANDYA
PHC MADUVINAKODI,KARNATAKA,MANDYA
PHC Bannangadi,KARNATAKA,MANDYA
PHC Somanahalli,KARNATAKA,MANDYA
Primery Health Centre K Shetthalli,KARNATAKA,MANDYA
PHC Anegola,KARNATAKA,MANDYA
Phc KUNDURU,KARNATAKA,MANDYA
PHC  Marenahalli,KARNATAKA,MANDYA
PHC Sarangi,KARNATAKA,MANDYA
PHC Makavalli,KARNATAKA,MANDYA
PHC Sasalu,KARNATAKA,MANDYA
PHC Hirikalale,KARNATAKA,MANDYA
Tendekere PHC,KARNATAKA,MANDYA
Primary Health Center  Ballenhalli,KARNATAKA,MANDYA
Sheelnere PHC,KARNATAKA,MANDYA
SINDHAGHATTA PHC,KARNATAKA,MANDYA
BOGADI PHC,KARNATAKA,MANDYA
PHC KALKUNI,KARNATAKA,MANDYA
PHC ARALUKUPPE,KARNATAKA,MANDYA
Agasanapura PHC,KARNATAKA,MANDYA
PHC Narayanapura,KARNATAKA,MANDYA
PHC Chikkamulagudu,KARNATAKA,MANDYA
PHC KYATHANAHALLY,KARNATAKA,MANDYA
phc Beeruvalli,KARNATAKA,MANDYA
G BOMMANAHALLI PHC,KARNATAKA,MANDYA
PHC Bellale,KARNATAKA,MANDYA
phc Alenahalli,KARNATAKA,MANDYA
PHCbilagunda,KARNATAKA,MANDYA
Phc Mudagandur,KARNATAKA,MANDYA
PHCHONNAVARA,KARNATAKA,MANDYA
PHC CB HALLI,KARNATAKA,MANDYA
PHCadichunchanagiri,KARNATAKA,MANDYA
Chottanahalli PHC,KARNATAKA,MANDYA
DODDAYAGATI PHC,KARNATAKA,MANDYA
Halagur Phc,KARNATAKA,MANDYA
Belakavadi PHC,KARNATAKA,MANDYA
PHC Channapille koppalu,KARNATAKA,MANDYA
PHC AGALAYA,KARNATAKA,MANDYA
kadabahalli PHC,KARNATAKA,MANDYA
BRAMADEVARAHALLI P H C,KARNATAKA,MANDYA
PHC NAVILE,KARNATAKA,MANDYA
Huskuru PHC,KARNATAKA,MANDYA
GONDENAHALLI PHC,KARNATAKA,MANDYA
PHC Dugganahalli,KARNATAKA,MANDYA
DODDABHUVALLI PHC,KARNATAKA,MANDYA
KELAGERE PHC,KARNATAKA,MANDYA
Kalinganahalli PHC,KARNATAKA,MANDYA
phc Bidarakote,KARNATAKA,MANDYA
CHINYA PHC,KARNATAKA,MANDYA
phcvalagerehalli,KARNATAKA,MANDYA
PHC HEMMIGE,KARNATAKA,MANDYA
phc kadalur,KARNATAKA,MANDYA
PHC Sathanuru,KARNATAKA,MANDYA
PHC HONAGANAHALLI,KARNATAKA,MANDYA
PHC Hallegere,KARNATAKA,MANDYA
PHC HULIVANA,KARNATAKA,MANDYA
PHC Beby,KARNATAKA,MANDYA
Kandegala PHC,KARNATAKA,MANDYA
PHC BELURU,KARNATAKA,MANDYA
Yathambadi PHC,KARNATAKA,MANDYA
PHC MANGALA,KARNATAKA,MANDYA
PHC Maragowdanahalli,KARNATAKA,MANDYA
Talagavadi PHC,KARNATAKA,MANDYA
PHC K GOWDAGERE,KARNATAKA,MANDYA
PHC Kyathumgere,KARNATAKA,MANDYA
phc mullahalli,KARNATAKA,MANDYA
PHC ANKERE,KARNATAKA,MANDYA
PHC KADUKOTHANAHALLI,KARNATAKA,MANDYA
HARADANAHALLI PHC,KARNATAKA,MANDYA
PHC GUTTALU,KARNATAKA,MANDYA
PHC CHANDAGALU,KARNATAKA,MANDYA
PHC YALIYURU,KARNATAKA,MANDYA
PHC PURIGALI,KARNATAKA,MANDYA
PHC KUNDURU,KARNATAKA,MANDYA
PHC D K HALLI,KARNATAKA,MANDYA
Phc hale budanur,KARNATAKA,MANDYA
PHC G MALLIGERE,KARNATAKA,MANDYA
PHC RAGIBOMMANAHALLI,KARNATAKA,MANDYA
PHC NITTURU,KARNATAKA,MANDYA
phc sadolalu,KARNATAKA,MANDYA
PHC Hagalahalli,KARNATAKA,MANDYA
PHC BALLEKERE,KARNATAKA,MANDYA
PHC HOSUR,KARNATAKA,MYSURU
PHC BILIKERE,KARNATAKA,MYSURU
IPP8 MATERNITY HOSPITAL UPHC KYATHAMARANAHALLI MYS,KARNATAKA,MYSURU
NPC Maternity Hospital,KARNATAKA,MYSURU
PHC Siddaramanahundi Mysuru,KARNATAKA,MYSURU
primary healthacenre  Dodda Kavalande,KARNATAKA,MYSURU
PHC KADAKOLA,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER YELAWALA,KARNATAKA,MYSURU
Primary Health Center Hura,KARNATAKA,MYSURU
PHC CHALLAHALLI,KARNATAKA,MYSURU
Primary Health Center MADUVINAHALLI,KARNATAKA,MYSURU
Primary Health Center kasuvinahalli,KARNATAKA,MYSURU
PHC Hampapura,KARNATAKA,MYSURU
PHC Malali,KARNATAKA,MYSURU
Primary Health Care Kudlapura,KARNATAKA,MYSURU
Primary Health Center Kalale,KARNATAKA,MYSURU
Primary Health Center THAYUR,KARNATAKA,MYSURU
PHC Gandhanahalli,KARNATAKA,MYSURU
PHC MIRLE,KARNATAKA,MYSURU
Primary Health Center DEVANUR,KARNATAKA,MYSURU
Primary Health Center dasnur,KARNATAKA,MYSURU
Bilugali Primary Health Center BILUGALI,KARNATAKA,MYSURU
Primary Health Center Hadinaru,KARNATAKA,MYSURU
Primary Health Center Eregowdanahundi,KARNATAKA,MYSURU
PHC KOTHEGALA,KARNATAKA,MYSURU
primary health center munduru,KARNATAKA,MYSURU
Primary Health Center Rangasamudra,KARNATAKA,MYSURU
Primary Health Center Kupya,KARNATAKA,MYSURU
Primary Health Center Kaiyamballi,KARNATAKA,MYSURU
Primary Health Center Somanathapura,KARNATAKA,MYSURU
KAMPALAPURA HEALTH CENTER,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER  DODDABELALU,KARNATAKA,MYSURU
Primary Health Center Chidaravalli,KARNATAKA,MYSURU
RAVANDUR HEALTH CENTER,KARNATAKA,MYSURU
KELLURU HEALTH CENTER,KARNATAKA,MYSURU
PHC HANASOGE,KARNATAKA,MYSURU
KITTUR HEALTH CENTER,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER SANGARASETTYHALLY,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER BETTADATUNGA,KARNATAKA,MYSURU
BETTADHAPURA HEALTH CENTER,KARNATAKA,MYSURU
PUBLIC HEALTH CENTER KANAGAL,KARNATAKA,MYSURU
PUBLIC HEALTH CENTER CHAPPARADAHALLY,KARNATAKA,MYSURU
PUBLIC HEALTH CENTER CHIKKANERALE,KARNATAKA,MYSURU
PUBLIC HEALTH CENTER KOPPA,KARNATAKA,MYSURU
PUBLIC HEALTH CENTER NANDINATHPURA,KARNATAKA,MYSURU
PRIMARY  HEALTH CENTER HABATOOR,KARNATAKA,MYSURU
PHC MELURU,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER DOORA,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER UDBURU,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER K SALUNDI,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER MKALLAHALLI,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER BEERIHUNDI,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER NAGANAHALLI,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER SAGARAKATTE,KARNATAKA,MYSURU
Primary Health Center Vyasarajapura,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER HANCHYA,KARNATAKA,MYSURU
PHC BOLANAHALLI,KARNATAKA,MYSURU
PHC BANNIKUPPE,KARNATAKA,MYSURU
PHC KATTEMALALAVADI,KARNATAKA,MYSURU
PHC KARNAKUPPE,KARNATAKA,MYSURU
PHC DODDAHEJJURU,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER HALE AGRAHARA,KARNATAKA,MYSURU
UPSC VISHVESHWARA NAGARA,KARNATAKA,MYSURU
PHC NERALAKUPPE,KARNATAKA,MYSURU
PHC HIRIKYATHANAHALLI,KARNATAKA,MYSURU
PHC GERASANAHALLI,KARNATAKA,MYSURU
Primary Health Center Kaveripura,KARNATAKA,MYSURU
Prmiray Health Centre CHANDRAVADI,KARNATAKA,MYSURU
PHC GAVADAGERE,KARNATAKA,MYSURU
PHC HOSURGATE,KARNATAKA,MYSURU
PHC MULLUR,KARNATAKA,MYSURU
Primary Health Center Madapura,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER HOSAKOTE,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER SUTTUR,KARNATAKA,MYSURU
Maternity Hospital Hadya,KARNATAKA,MYSURU
Sosale Primary Health Center,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER BHUVANAHALLY,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER HITTNEHEBBAGILU,KARNATAKA,MYSURU
MATERNITY HEALTH CENTER ATTIGODU,KARNATAKA,MYSURU
PHC CHILKUNDA,KARNATAKA,MYSURU
primary health center hosakote,KARNATAKA,MYSURU
PHC DHARMAPURA,KARNATAKA,MYSURU
PHC TATTEKERE,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER HALAGANAHALLY,KARNATAKA,MYSURU
primary health center haradanahally,KARNATAKA,MYSURU
PHC RATHNAPURI,KARNATAKA,MYSURU
MATERNITY HOSPITAL SHYANABOGANAHALLI,KARNATAKA,MYSURU
PHC KALLAHALLI,KARNATAKA,MYSURU
PHC KARIMUDDANAHALLI,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER HEDIYALA,KARNATAKA,MYSURU
UPHC KRISHNAMURTHYPURAM MYSURU,KARNATAKA,MYSURU
PHC HEBBALU,KARNATAKA,MYSURU
Primary Health Center malangi,KARNATAKA,MYSURU
UPHC KUMBARAKOPPALU,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER NAZARBAD,KARNATAKA,MYSURU
PHC HANAGORU,KARNATAKA,MYSURU
UPHC HHMBG PRIMARY HEALTH CENTER,KARNATAKA,MYSURU
primary health center thippuru,KARNATAKA,MYSURU
ERENAGERE UPHC,KARNATAKA,MYSURU
UPHC NR MOHALLA,KARNATAKA,MYSURU
UPHC RAJENDRANAGARA,KARNATAKA,MYSURU
PRIMARY HEALTH CENTER IPP8 BANNIMANTAPA,KARNATAKA,MYSURU
PHC VARUNA MYSORE TALUK MYSORE DIST,KARNATAKA,MYSURU
Primary Health Center Jalpuri,KARNATAKA,MYSURU
UPHC INDIRANAGARA,KARNATAKA,MYSURU
IPP-8 UPHC THONACHIKOPPAL,KARNATAKA,MYSURU
UPHC LASHKAR B GANDHINAGARA,KARNATAKA,MYSURU
PHC TORANADINNI,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER SANTHEKELLUR,KARNATAKA,RAICHUR
PHC BALLATAGI,KARNATAKA,RAICHUR
Yapaldinni,KARNATAKA,RAICHUR
PHC PAMANAKALLUR,KARNATAKA,RAICHUR
PHC HIRE KOTNEKAL,KARNATAKA,RAICHUR
Ganadal PHC,KARNATAKA,RAICHUR
Gillesugur PHC,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER HUTTI,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER ANWARI,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER GURUGUNTA,KARNATAKA,RAICHUR
Idapanur  PHC,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER GEJJALAGATTA,KARNATAKA,RAICHUR
Gunjalli PHC,KARNATAKA,RAICHUR
Kalmala PHC,KARNATAKA,RAICHUR
Primary Health Center  SIRWAR,KARNATAKA,RAICHUR
PHC Chandrabanda,KARNATAKA,RAICHUR
P H C Balaganur,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER MEDIKINAL,KARNATAKA,RAICHUR
PHC Ragalaparvi,KARNATAKA,RAICHUR
Primary Health Center Herebudur,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTRE MAKAPUR,KARNATAKA,RAICHUR
P H C Badarli,KARNATAKA,RAICHUR
Primary Heath Center,KARNATAKA,RAICHUR
P H C Turuvihal,KARNATAKA,RAICHUR
primary health center Maski,KARNATAKA,RAICHUR
P H C Harapur,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER BAYYAPUR,KARNATAKA,RAICHUR
primary Health Center Ramadurga,KARNATAKA,RAICHUR
P H C Paparao camp,KARNATAKA,RAICHUR
PHC Dadesgur,KARNATAKA,RAICHUR
P H C Salagunda,KARNATAKA,RAICHUR
P H C Gandhinagar,KARNATAKA,RAICHUR
P H C Jawalagera,KARNATAKA,RAICHUR
PRIMARY HEALTH CENTER SAJJALAGUDDA,KARNATAKA,RAICHUR
PRAIMEARE HETH CENTER BYAGAVAT,KARNATAKA,RAICHUR
PHC Matmari,KARNATAKA,RAICHUR
primere helth center kallur,KARNATAKA,RAICHUR
primere helth center korudi,KARNATAKA,RAICHUR
Primary Hearth Center Masarakal,KARNATAKA,RAICHUR
Primary Health Center Galag,KARNATAKA,RAICHUR
PHC Udmgal Khanapur,KARNATAKA,RAICHUR
LBS Nagar PHC,KARNATAKA,RAICHUR
PHC siyatalab,KARNATAKA,RAICHUR
PHC Harijanawada,KARNATAKA,RAICHUR
Ragiman Gadda PHC,KARNATAKA,RAICHUR
Zaheerabad PHC,KARNATAKA,RAICHUR
Primary Health Centre Kuppagadde,KARNATAKA,SHIVAMOGGA
P H C BANDAGADDE,KARNATAKA,SHIVAMOGGA
phc Huncha,KARNATAKA,SHIVAMOGGA
PHC MARUTHIPURA,KARNATAKA,SHIVAMOGGA
P H C KARGAL,KARNATAKA,SHIVAMOGGA
P H C TUMARI,KARNATAKA,SHIVAMOGGA
Primary Health Center Nagara,KARNATAKA,SHIVAMOGGA
Phc betta basavani,KARNATAKA,SHIVAMOGGA
Phc harogolige,KARNATAKA,SHIVAMOGGA
PHC KODURU,KARNATAKA,SHIVAMOGGA
PHC Sampekatte,KARNATAKA,SHIVAMOGGA
PHC Yaduru,KARNATAKA,SHIVAMOGGA
PHC Nittur,KARNATAKA,SHIVAMOGGA
PHC BHADRA PROJECT,KARNATAKA,SHIVAMOGGA
PHC AGARADAHALLI,KARNATAKA,SHIVAMOGGA
PHC MYDOLALU,KARNATAKA,SHIVAMOGGA
PHC SANYASI KODAMAGGI,KARNATAKA,SHIVAMOGGA
PHC THALLIKATTE,KARNATAKA,SHIVAMOGGA
P H C TALAGUPPA,KARNATAKA,SHIVAMOGGA
UHC UJJINIPURA,KARNATAKA,SHIVAMOGGA
PHC KAGINALLI,KARNATAKA,SHIVAMOGGA
P H C HEGGODU,KARNATAKA,SHIVAMOGGA
PHCKAPPANAHALLI,KARNATAKA,SHIVAMOGGA
PHC MALAVALLI,KARNATAKA,SHIVAMOGGA
P H C GOWTAMPURA,KARNATAKA,SHIVAMOGGA
PHCMARAVALLI,KARNATAKA,SHIVAMOGGA
PHC Aralagodu,KARNATAKA,SHIVAMOGGA
P H C KAGODU,KARNATAKA,SHIVAMOGGA
phc thogarsi,KARNATAKA,SHIVAMOGGA
P H C LINGADAHALLI,KARNATAKA,SHIVAMOGGA
phc yelagere,KARNATAKA,SHIVAMOGGA
PHC BHADRACOLONY,KARNATAKA,SHIVAMOGGA
P H C Ulluru,KARNATAKA,SHIVAMOGGA
P H C Tadagalale,KARNATAKA,SHIVAMOGGA
Primary health centre shakunavalli,KARNATAKA,SHIVAMOGGA
Primary health centre tattur,KARNATAKA,SHIVAMOGGA
Primary Health centre Oturu,KARNATAKA,SHIVAMOGGA
Primary Health Centre Gudavi,KARNATAKA,SHIVAMOGGA
URBAN PRIMARY HEALTH CENTRE VIDYA NAGARA SHIMOGA,KARNATAKA,SHIVAMOGGA
URBAN PRIMARY HEALTH CENTRE MATTURU HOSPITALPITAL,KARNATAKA,SHIVAMOGGA
PHC KATAGARU,KARNATAKA,SHIVAMOGGA
Phc Chikka Jambur,KARNATAKA,SHIVAMOGGA
PHC MANDAGADDE,KARNATAKA,SHIVAMOGGA
Phc Hosur,KARNATAKA,SHIVAMOGGA
Phc Bilaki,KARNATAKA,SHIVAMOGGA
PHC GUDDEKOPPA,KARNATAKA,SHIVAMOGGA
phc Mattikote,KARNATAKA,SHIVAMOGGA
PRIMARY HEALTH CENTRE HARISHI,KARNATAKA,SHIVAMOGGA
PHC ARAGA,KARNATAKA,SHIVAMOGGA
Primary health centre Shigga,KARNATAKA,SHIVAMOGGA
PHC ARALASURALI,KARNATAKA,SHIVAMOGGA
PHC BYKODU,KARNATAKA,SHIVAMOGGA
PHC GUTTIYADEHALLI,KARNATAKA,SHIVAMOGGA
